vg_image_id,topname_predicted,explanation
2396971,airplane,"An airplane is visible in the image, flying in the sky."
2390752,airplane,There is an airplane visible in the image.
2404567,airplane,"An airplane is visible in the image, appearing to be in flight or preparing for takeoff/landing."
2371517,airplane,"An airplane is visible in the image, flying in the sky."
2381170,airplane,There is an airplane visible in the image.
2410369,airplane,The picture shows an airplane in the sky.
2412197,airplane,The picture shows an airplane in the sky.
2399880,airplane,The picture shows an airplane in the sky.
2411414,airplane,"An airplane is visible in the image, appearing to be in flight."
2377305,airplane,An airplane is visible in the sky.
2411996,airplane,The picture shows an airplane in the sky.
2407879,airplane,The picture shows an airplane in the sky.
2384968,airplane,There is an airplane visible in the image.
2402863,airplane,The picture shows an airplane in the sky.
2406984,airplane,There is an airplane visible in the sky.
2412275,airplane,The picture shows an airplane in the sky.
2410931,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2382974,airplane,The picture shows an airplane flying in the sky.
2389770,airplane,An airplane is visible in the image.
2396594,airplane,The picture shows an airplane in the sky.
2410788,airplane,The picture shows an airplane in the sky.
2394026,airplane,The image shows an airplane in the sky.
2398373,airplane,There is an airplane visible in the image.
2366404,airplane,The picture shows an airplane flying in the sky.
2412383,airplane,The picture shows an airplane in the sky.
2397988,airplane,The picture shows an airplane in the sky.
2376679,airplane,The image shows a plane flying in the sky.
2395907,airplane,The picture shows an airplane in the sky.
2404849,airplane,The picture shows an airplane in the sky.
2365253,airplane,"An airplane is visible in the image, flying in the sky."
2408435,airplane,The picture shows an airplane in the sky.
2410415,airplane,The picture shows an airplane in the sky.
2403497,airplane,The picture shows an airplane flying in the sky.
2415108,airplane,The picture shows an airplane in the sky.
2413286,airplane,The picture shows an airplane in the sky.
2382804,airplane,The picture shows an airplane in the sky.
2386004,airplane,The picture shows an airplane in the sky.
2376220,airplane,The image shows an airplane in the sky.
2409957,airplane,An airplane is visible in the image.
2411916,airplane,The picture shows an airplane in the sky.
2384042,airplane,"An airplane is visible in the image, flying in the sky."
2383607,airplane,The picture shows an airplane in the sky.
2396098,airplane,"An airplane is visible in the image, appearing to be in flight."
2389882,airplane,The picture shows an airplane in the sky.
2366403,airplane,The image shows an airplane flying in the sky.
2405958,airplane,An airplane is visible in the sky.
2412049,airplane,The picture shows an airplane in the sky.
2376128,airplane,There is an airplane visible in the picture.
2414194,airplane,The picture shows an airplane flying in the sky.
2382115,airplane,The picture shows an airplane flying in the sky.
2395413,airplane,The picture shows an airplane in the sky.
2400121,airplane,The image shows an airplane in the sky.
2412211,airplane,The picture shows an airplane in the sky.
2410247,airplane,An airplane is visible in the picture.
2385905,airplane,An airplane is visible in the image.
2409195,airplane,The picture shows an airplane in the sky.
2388057,airplane,The picture shows an airplane flying in the sky.
2393691,airplane,The picture shows an airplane flying in the sky.
2404446,airplane,The picture shows an airplane in the sky.
2412183,airplane,The picture shows an airplane in the sky.
2389157,airplane,The image shows an airplane in the sky.
2377594,airplane,The picture shows an airplane in the sky.
2401752,airplane,The picture shows an airplane flying in the sky.
2412333,airplane,The image shows an airplane in the sky.
2401563,airplane,The picture shows an airplane in the sky.
2396018,airplane,The image clearly shows an airplane in the sky.
2388621,airplane,There is an airplane visible in the image.
2413894,airplane,An airplane is visible in the sky.
2403123,airplane,The image shows an airplane in the sky.
2388772,airplane,An airplane is visible in the sky.
2375513,airplane,The image shows an airplane in the sky.
2413086,airplane,An airplane is visible in the sky.
2375929,airplane,The picture shows an airplane flying in the sky.
2393361,airplane,The picture shows an airplane in the sky.
2408833,airplane,The picture shows an airplane in the sky.
2391061,airplane,The picture shows an airplane in the sky.
2393094,airplane,An airplane is visible in the sky.
2412215,airplane,An airplane is visible in the sky.
2413703,airplane,There is an airplane visible in the picture.
2388765,airplane,An airplane is visible in the sky.
2389607,airplane,The picture shows an airplane in the sky.
2401025,airplane,The picture shows an airplane in the sky.
2412462,airplane,The picture shows an airplane flying in the sky.
2413014,airplane,The picture shows an airplane in the sky.
2414006,airplane,"An airplane is visible in the image, flying in the sky."
2408923,airplane,"An airplane is visible in the image, flying in the sky."
2391077,airplane,The picture shows an airplane in the sky.
2404856,airplane,The picture shows an airplane in the sky.
2378192,airplane,The picture shows an airplane in the sky.
2395423,airplane,"An airplane is visible in the image, flying in the sky."
2397095,airplane,The picture shows an airplane in the sky.
2399046,airplane,An airplane is visible in the picture.
2377184,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2413318,airplane,The picture shows an airplane flying in the sky.
2381092,airplane,The picture shows an airplane in the sky.
2385468,airplane,The picture shows an airplane in the sky.
2402131,airplane,The picture shows an airplane in the sky.
2405633,airplane,The picture shows an airplane in the sky.
2401983,airplane,An airplane is visible in the sky.
2372007,airplane,An airplane is visible in the sky.
2389676,airplane,The picture shows an airplane in the sky.
2394491,airplane,The picture shows an airplane flying in the sky.
2399415,airplane,An airplane is visible in the sky.
2413177,airplane,An airplane is visible in the sky.
2413597,airplane,The picture shows an airplane in the sky.
2381045,airplane,The image shows an airplane in the sky.
2410887,airplane,The image shows an airplane flying in the sky.
2382898,airplane,The picture shows an airplane flying in the sky.
2387810,airplane,The picture shows an airplane flying in the sky.
2411084,airplane,"An airplane is visible in the image, flying in the sky."
2388401,airplane,The image shows an airplane in the sky.
2410107,airplane,The picture shows an airplane in the sky.
2394316,airplane,The picture clearly shows an airplane in the sky.
2384930,airplane,The picture shows an airplane in the sky.
2410017,airplane,The picture shows an airplane in the sky.
2373818,airplane,An airplane is visible in the image.
2415272,airplane,The picture shows an airplane in the sky.
2413391,airplane,The picture shows an airplane in the sky.
2386046,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2382800,airplane,An airplane is visible in the sky.
2401357,airplane,An airplane is visible in the sky.
2398149,airplane,The picture shows an airplane flying in the sky.
2404381,airplane,An airplane is visible in the sky.
2365090,airplane,The picture shows an airplane flying in the sky.
2413444,airplane,An airplane is visible in the sky.
2412195,airplane,The picture shows an airplane in the sky.
2401822,airplane,The picture shows an airplane flying in the sky.
2396615,airplane,The picture shows an airplane flying in the sky.
2411027,airplane,The picture shows an airplane in the sky.
2376835,airplane,"An airplane is visible in the image, flying in the sky."
2386346,airplane,An airplane is visible in the sky.
2372079,airplane,There is an airplane visible in the picture.
2407916,airplane,"An airplane is visible in the image, flying in the sky."
2413800,airplane,The picture shows an airplane flying in the sky.
2413842,airplane,The picture shows an airplane in the sky.
2385341,airplane,The picture shows an airplane in the sky.
2394400,airplane,"An airplane is visible in the picture, flying in the sky."
2378539,airplane,The picture shows an airplane flying in the sky.
2384131,airplane,The picture shows an airplane in the sky.
2404969,airplane,An airplane is visible in the sky.
2395042,airplane,The picture shows an airplane flying in the sky.
2386286,airplane,The picture shows an airplane in the sky.
2377799,airplane,The picture shows an airplane in the sky.
2413911,airplane,The picture shows an airplane in the sky.
2414797,airplane,The image shows an airplane flying in the sky.
2399582,airplane,The picture shows an airplane flying in the sky.
2391535,airplane,The picture shows an airplane in the sky.
2407398,airplane,An airplane is visible in the sky.
2374911,airplane,The picture shows an airplane in the sky.
2410101,airplane,The image shows an airplane in the sky.
2392606,airplane,The picture shows an airplane in the sky.
2402226,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2410811,airplane,The picture shows an airplane flying in the sky.
2403933,airplane,There is an airplane visible in the image.
2404059,airplane,"An airplane is visible in the image, flying in the sky."
2409582,airplane,The picture shows an airplane in the sky.
2382435,airplane,The picture shows an airplane in the sky.
2376635,airplane,The picture shows an airplane flying in the sky.
2414678,airplane,The image shows an airplane flying in the sky.
2406700,airplane,The picture shows an airplane flying in the sky.
2408041,airplane,The picture shows an airplane in the sky.
2366348,airplane,The picture shows an airplane in the sky.
2411569,airplane,The picture shows an airplane in the sky.
2398922,airplane,"An airplane is visible in the image, flying in the sky."
2399730,airplane,The picture shows an airplane in the sky.
2413159,airplane,The picture shows an airplane flying in the sky.
2396399,airplane,An airplane is visible in the sky.
2415241,airplane,The picture shows an airplane in the sky.
2412398,airplane,An airplane is visible in the sky.
2412729,airplane,The picture shows an airplane flying in the sky.
2407996,airplane,The picture shows an airplane in the sky.
2391159,airplane,The picture shows an airplane in the sky.
2398057,airplane,The picture shows an airplane flying in the sky.
2397108,airplane,The picture shows an airplane in the sky.
2400137,airplane,An airplane is visible in the picture.
2400228,airplane,The picture shows an airplane in the sky.
2407601,airplane,The picture shows an airplane in the sky.
2396234,airplane,An airplane is visible in the sky.
2407007,airplane,The image shows an airplane in the sky.
2413812,airplane,An airplane is visible in the image.
2397542,airplane,"An airplane is visible in the image, flying in the sky."
2397491,airplane,There is an airplane visible in the image.
2405118,airplane,An airplane is visible in the picture.
2380817,airplane,The picture shows an airplane flying in the sky.
2389352,airplane,An airplane is visible in the sky.
2408396,airplane,"An airplane is visible in the picture, flying in the sky."
2376716,airplane,The picture shows an airplane in the sky.
2384634,airplane,The picture shows an airplane in the sky.
2393261,airplane,"An airplane is visible in the picture, flying in the sky."
2407497,airplane,The picture shows an airplane in the sky.
2402973,airplane,The picture shows an airplane in the sky.
2407730,airplane,There is an airplane visible in the picture.
2384435,airplane,The picture shows an airplane in the sky.
2403813,airplane,"An airplane is visible in the image, appearing to be flying in the sky."
2406614,airplane,The picture shows an airplane flying in the sky.
2401549,airplane,An airplane is visible in the image.
2372550,airplane,"An airplane is visible in the image, flying in the sky."
2394555,airplane,The picture shows an airplane in the sky.
2413317,airplane,There is an airplane visible in the image.
2395081,airplane,An airplane is visible in the sky.
2409883,airplane,The picture shows an airplane flying in the sky.
2410810,airplane,The image shows an airplane in the sky.
2408353,airplane,An airplane is visible in the image.
2393461,airplane,The picture shows an airplane in the sky.
2410109,airplane,An airplane is visible in the image.
2393769,airplane,The picture shows an airplane in the sky.
2378228,airplane,The picture shows an airplane in the sky.
2408154,airplane,The picture shows an airplane in the sky.
2414200,airplane,"An airplane is visible in the image, flying in the sky."
2403602,airplane,The picture shows an airplane in the sky.
2395197,airplane,The picture shows an airplane flying in the sky.
2407421,airplane,The picture shows an airplane in the sky.
2402851,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2364790,airplane,The picture shows an airplane in the sky.
2408301,airplane,"An airplane is visible in the image, flying in the sky."
2391191,airplane,The picture shows an airplane flying in the sky.
2409587,airplane,The picture shows an airplane in the sky.
2409646,airplane,The picture shows an airplane in the sky.
2386230,airplane,The picture shows an airplane in the sky.
2396323,airplane,The picture shows an airplane in the sky.
2387598,airplane,The image clearly shows an airplane in the sky.
2393352,airplane,"An airplane is visible in the sky, which is the highlighted object in the image."
2383771,airplane,The picture shows an airplane in the sky.
2403753,airplane,The picture shows an airplane in the sky.
2394682,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2409309,airplane,The image shows an airplane in the sky.
2389772,airplane,An airplane is visible in the sky.
2413583,airplane,The picture shows an airplane in the sky.
2410193,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2415023,airplane,The picture shows an airplane in the sky.
2401070,airplane,An airplane is visible in the sky.
2409981,airplane,The picture shows an airplane in the sky.
2409271,airplane,The image shows an airplane flying in the sky.
2365009,airplane,"An airplane is visible in the image, flying in the sky."
2404470,airplane,The picture shows an airplane in the sky.
2391618,airplane,"An airplane is visible in the image, flying in the sky."
2414663,airplane,The image shows an airplane in the sky.
2412653,airplane,The picture shows an airplane in the sky.
2364847,airplane,The picture shows an airplane in the sky.
2404899,airplane,An airplane is visible in the image.
2390111,airplane,The picture shows an airplane in the sky.
2397233,airplane,An airplane is visible in the sky.
2406796,airplane,The picture shows an airplane in the sky.
2385010,airplane,The picture shows an airplane in the sky.
2403390,airplane,The picture shows an airplane in the sky.
2393135,airplane,"An airplane is visible in the sky, which is the most prominent object in the image."
2388688,airplane,The picture shows an airplane in the sky.
2415095,airplane,The picture shows an airplane in the sky.
2410095,airplane,"An airplane is visible in the picture, flying in the sky."
2400168,airplane,The picture shows an airplane in the sky.
2377571,airplane,The picture shows an airplane in the sky.
2409333,airplane,The picture shows an airplane in the sky.
2383140,airplane,An airplane is visible in the image.
2401578,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2408045,airplane,"An airplane is visible in the sky, which is the main subject of the image."
2410359,airplane,An airplane is visible in the sky.
2410044,airplane,An airplane is visible in the image.
2412521,airplane,The picture shows an airplane in the sky.
2400922,airplane,The picture shows an airplane in the sky.
2391802,airplane,"An airplane is visible in the image, flying in the sky."
2404197,airplane,The picture shows an airplane in the sky.
2383330,airplane,The picture shows an airplane flying in the sky.
2386196,airplane,The picture shows an airplane flying in the sky.
2414234,airplane,The image shows an airplane in the sky.
2401748,airplane,The picture shows an airplane flying in the sky.
2404338,airplane,The picture shows an airplane in the sky.
2410001,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2409569,airplane,An airplane is visible in the image.
2375588,airplane,The image shows an airplane flying in the sky.
2411308,airplane,The picture shows an airplane flying in the sky.
2395388,airplane,The picture shows an airplane in the sky.
2387256,airplane,The picture shows an airplane in the sky.
2406473,airplane,The image shows an airplane in the sky.
2414047,airplane,The picture shows an airplane flying in the sky.
2413237,airplane,The picture shows an airplane in the sky.
2366101,airplane,An airplane is visible in the image.
2408971,airplane,An airplane is visible in the image.
2405305,airplane,The picture shows an airplane in the sky.
2407741,airplane,The image shows a large airplane in the sky.
2405806,airplane,An airplane is visible in the sky.
2397977,airplane,The picture shows an airplane in the sky.
2397816,airplane,"An airplane is visible in the picture, flying in the sky."
2391864,airplane,An airplane is visible in the picture.
2402298,airplane,The picture shows an airplane flying in the sky.
2408701,airplane,An airplane is visible in the sky.
2399504,airplane,An airplane is visible in the sky.
2412009,airplane,The image shows an airplane in the sky.
2406647,airplane,The picture shows an airplane flying in the sky.
2407747,airplane,The image shows an airplane in the sky.
2410153,airplane,The picture shows an airplane in the sky.
2407740,airplane,There is an airplane visible in the image.
2397903,airplane,An airplane is visible in the sky.
2395034,airplane,There is an airplane visible in the picture.
2413893,airplane,The image shows an airplane in the sky.
2394257,airplane,The picture shows an airplane flying in the sky.
2384561,airplane,"An airplane is visible in the picture, flying in the sky."
2413416,airplane,The picture shows an airplane in the sky.
2397346,airplane,The picture shows an airplane in the sky.
2396029,airplane,The image shows an airplane flying in the sky.
2410058,airplane,An airplane is visible in the sky.
2410720,airplane,The picture shows an airplane flying in the sky.
2408739,airplane,An airplane is visible in the picture.
2409753,airplane,An airplane is visible in the sky.
2409461,airplane,The image shows an airplane in the sky.
2397158,airplane,The picture shows an airplane in the sky.
2377429,airplane,The picture shows an airplane flying in the sky.
2414862,airplane,The picture shows an airplane flying in the sky.
2385976,airplane,"An airplane is visible in the image, flying in the sky."
2396010,airplane,There is an airplane visible in the picture.
2396152,airplane,There is an airplane visible in the image.
2412902,airplane,An airplane is visible in the image.
2413467,airplane,The picture shows an airplane in the sky.
2383015,airplane,There is an airplane visible in the picture.
2411891,airplane,An airplane is visible in the image.
2388416,airplane,An airplane is visible in the sky.
2404411,airplane,"An airplane is visible in the image, flying in the sky."
2412132,airplane,The picture shows an airplane in the sky.
2408723,airplane,The picture shows an airplane in the sky.
2412133,airplane,There is an airplane visible in the image.
2394372,airplane,The picture shows an airplane flying in the sky.
2410398,airplane,There is an airplane visible in the image.
2411601,airplane,An airplane is visible in the picture.
2413728,airplane,The picture shows an airplane flying in the sky.
2411896,airplane,"An airplane is visible in the picture, flying in the sky."
2391559,airplane,"An airplane is visible in the image, appearing to be in flight."
2404564,airplane,There is an airplane visible in the image.
2383348,airplane,An airplane is visible in the sky.
2411770,airplane,There is an airplane visible in the image.
2409377,airplane,The image shows an airplane flying in the sky.
2408383,airplane,The picture shows an airplane flying in the sky.
2400993,airplane,The picture shows an airplane flying in the sky.
2409637,airplane,The picture shows an airplane in the sky.
2380507,airplane,The picture shows an airplane in the sky.
2382476,airplane,The picture shows an airplane flying in the sky.
2375421,airplane,The picture shows an airplane in the sky.
2408771,airplane,The image clearly shows an airplane in the sky.
2403671,airplane,The picture shows an airplane in the sky.
2372218,airplane,The picture shows an airplane flying in the sky.
2411288,airplane,An airplane is visible in the sky.
2381403,airplane,The picture shows an airplane flying in the sky.
2374569,airplane,There is an airplane visible in the image.
2408916,airplane,"An airplane is visible in the image, appearing to be flying in the sky."
2407794,airplane,The picture shows an airplane flying in the sky.
2392095,airplane,The image shows an airplane flying in the sky.
2384715,airplane,The image clearly shows an airplane in the sky.
2407649,airplane,The picture shows an airplane in the sky.
2408417,airplane,The image shows an airplane in the sky.
2380327,airplane,The picture shows an airplane in the sky.
2414941,airplane,An airplane is visible in the sky.
2388245,airplane,The picture shows an airplane in the sky.
2375601,airplane,An airplane is visible in the sky.
2414425,airplane,The picture shows an airplane in the sky.
2409404,airplane,The picture shows an airplane in the sky.
2387253,airplane,There is an airplane visible in the image.
2409259,airplane,"An airplane is visible in the image, flying in the sky."
2380362,airplane,The picture shows an airplane flying in the sky.
2394487,airplane,The picture shows an airplane in the sky.
2402628,airplane,An airplane is visible in the sky.
2409739,airplane,The picture shows an airplane in the sky.
2411989,airplane,The picture shows an airplane in the sky.
2376265,airplane,There is an airplane visible in the image.
2413250,airplane,The picture shows an airplane flying in the sky.
2401246,airplane,The picture shows an airplane flying in the sky.
2377182,airplane,The image shows an airplane in the sky.
2410210,airplane,The picture shows an airplane in the sky.
2385214,airplane,"An airplane is visible in the image, flying in the sky."
2376369,airplane,The image shows an airplane in the sky.
2402012,airplane,The picture shows an airplane in the sky.
2414963,airplane,An airplane is visible in the sky.
2376215,airplane,"An airplane is visible in the image, flying in the sky."
2390209,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2390074,airplane,"An airplane is visible in the image, appearing to be in flight or preparing for takeoff/landing."
2412727,airplane,The picture shows an airplane in the sky.
2398301,airplane,The picture shows an airplane in the sky.
2383472,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2390302,airplane,The image shows a plane in the sky.
2405621,airplane,The picture shows an airplane in the sky.
2374989,airplane,The picture shows an airplane flying in the sky.
2377246,airplane,The image shows an airplane in the sky.
2393119,airplane,The picture shows an airplane in the sky.
2402715,airplane,The picture shows an airplane flying in the sky.
2365770,airplane,"An airplane is visible in the image, flying in the sky."
2409685,airplane,"An airplane is visible in the image, flying in the sky."
2404801,airplane,The picture shows an airplane in the sky.
2394454,airplane,An airplane is visible in the sky.
2392774,airplane,The image shows an airplane in the sky.
2407811,airplane,An airplane is visible in the image.
2365318,airplane,An airplane is visible in the sky.
2411764,airplane,The picture shows an airplane in the sky.
2385974,airplane,The picture shows an airplane in the sky.
2404045,airplane,An airplane is visible in the sky.
2389168,airplane,The picture shows an airplane flying in the sky.
2402174,airplane,The picture shows an airplane in the sky.
2409445,airplane,An airplane is visible in the sky.
2414058,airplane,The picture shows an airplane in the sky.
2377019,airplane,The picture shows an airplane flying in the sky.
2394889,airplane,"An airplane is visible in the image, flying in the sky."
2382975,airplane,The picture shows an airplane in the sky.
2412409,airplane,There is an airplane visible in the picture.
2410950,airplane,The picture shows an airplane in the sky.
2364851,airplane,The picture shows an airplane in the sky.
2376326,airplane,The image shows an airplane flying in the sky.
2388484,airplane,The image shows an airplane in the sky.
2392209,airplane,The picture shows an airplane in the sky.
2413138,airplane,The picture shows an airplane in the sky.
2409388,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2415254,airplane,The picture shows an airplane flying in the sky.
2382558,airplane,The picture shows an airplane in the sky.
2411306,airplane,"An airplane is visible in the image, flying in the sky."
2402591,airplane,The picture shows an airplane in the sky.
2411435,airplane,The picture shows an airplane flying in the sky.
2394810,airplane,There is an airplane visible in the image.
2406926,airplane,The picture shows an airplane flying in the sky.
2372230,airplane,The picture shows an airplane in the sky.
2388109,airplane,The picture shows an airplane in the sky.
2396740,airplane,"An airplane is visible in the image, flying in the sky."
2366112,airplane,The image shows an airplane in the sky.
2398058,airplane,The picture shows an airplane in the sky.
2413605,airplane,"An airplane is visible in the image, flying in the sky."
2395484,airplane,The picture shows an airplane flying in the sky.
2405768,airplane,An airplane is visible in the sky.
2365507,airplane,The picture shows an airplane flying in the sky.
2384294,airplane,"An airplane is visible in the image, flying in the sky."
2405746,airplane,The picture shows an airplane flying in the sky.
2406770,airplane,An airplane is visible in the sky.
2414280,airplane,The picture shows an airplane in the sky.
2399946,airplane,An airplane is visible in the picture.
2398715,airplane,The picture shows an airplane flying in the sky.
2406156,airplane,The picture shows an airplane in the sky.
2411656,airplane,An airplane is visible in the image.
2409938,airplane,"An airplane is visible in the picture, flying in the sky."
2370429,airplane,The picture shows an airplane in the sky.
2391288,airplane,The picture shows an airplane flying in the sky.
2376251,airplane,The picture shows an airplane flying in the sky.
2396367,airplane,An airplane is visible in the sky.
2391103,airplane,"An airplane is visible in the image, flying in the sky."
2400668,airplane,There is an airplane visible in the picture.
2410804,airplane,The picture shows an airplane in the sky.
2388683,airplane,An airplane is visible in the sky.
2396639,airplane,The picture shows an airplane in the sky.
2407425,airplane,The picture shows an airplane in the sky.
2409491,airplane,The picture shows an airplane in the sky.
2377532,airplane,The picture shows an airplane in the sky.
2409335,airplane,The picture shows an airplane in the sky.
2378597,airplane,"An airplane is visible in the picture, flying in the sky."
2377632,airplane,The image shows an airplane flying in the sky.
2414727,airplane,An airplane is visible in the sky.
2411587,airplane,An airplane is visible in the sky.
2382519,airplane,An airplane is visible in the sky.
2396476,airplane,The picture shows an airplane in the sky.
2386134,airplane,An airplane is visible in the sky.
2406717,airplane,The picture shows an airplane flying in the sky.
2386458,airplane,An airplane is visible in the image.
2406952,airplane,The picture shows an airplane in the sky.
2377030,airplane,The picture shows an airplane in the sky.
2383661,airplane,"An airplane is visible in the image, flying in the sky."
2413641,airplane,The picture shows an airplane flying in the sky.
2405428,airplane,"An airplane is visible in the image, appearing to be in flight."
2407797,airplane,The image shows an airplane in the sky.
2385022,airplane,The picture shows an airplane in the sky.
2375145,airplane,The picture shows an airplane flying in the sky.
2412450,airplane,The picture shows an airplane in the sky.
2410839,airplane,"An airplane is visible in the image, flying in the sky."
2407793,airplane,There is an airplane visible in the picture.
2373257,airplane,The picture shows an airplane flying in the sky.
2403789,airplane,There is an airplane visible in the picture.
2414826,airplane,The image shows an airplane in the sky.
2395260,airplane,There is an airplane visible in the image.
2413998,airplane,An airplane is visible in the sky.
2414613,airplane,The picture shows an airplane in the sky.
2364371,airplane,There is an airplane visible in the picture.
2413020,airplane,There is an airplane visible in the image.
2409067,airplane,An airplane is visible in the image.
2388190,airplane,"An airplane is visible in the image, flying in the sky."
2415112,airplane,The picture shows an airplane in the sky.
2412279,airplane,The picture shows an airplane in the sky.
2401438,airplane,The picture shows an airplane flying in the sky.
2399304,airplane,The picture shows an airplane in the sky.
2374749,airplane,The picture shows an airplane in the sky.
2387767,airplane,An airplane is visible in the image.
2402442,airplane,An airplane is visible in the sky.
2405856,airplane,The picture shows an airplane in the sky.
2390586,airplane,An airplane is visible in the sky.
2405575,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2377415,airplane,The picture shows an airplane in the sky.
2412058,airplane,The image shows an airplane flying in the sky.
2403462,airplane,An airplane is visible in the image.
2395426,airplane,An airplane is visible in the sky.
2387567,airplane,An airplane is visible in the sky.
2395850,airplane,"An airplane is visible in the image, flying in the sky."
2387858,airplane,An airplane is visible in the sky.
2378008,airplane,The picture shows an airplane in the sky.
2410234,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2391177,airplane,The picture shows an airplane flying in the sky.
2414937,airplane,An airplane is visible in the sky.
2403290,airplane,An airplane is visible in the sky.
2406178,airplane,The image shows an airplane in the sky.
2389280,airplane,An airplane is visible in the sky.
2377738,airplane,"An airplane is visible in the image, flying in the sky."
2376717,airplane,An airplane is visible in the sky.
2410025,airplane,There is an airplane visible in the image.
2376340,airplane,The picture shows an airplane in the sky.
2413171,airplane,There is an airplane visible in the image.
2403460,airplane,"An airplane is visible in the image, appearing to be in flight or preparing for takeoff/landing."
2410526,airplane,An airplane is visible in the image.
2411090,airplane,The picture shows an airplane in the sky.
2400941,airplane,The picture shows an airplane in the sky.
2391593,airplane,The picture shows an airplane flying in the sky.
2393948,airplane,An airplane is visible in the sky.
2406975,airplane,An airplane is visible in the sky.
2414079,airplane,The picture shows an airplane in the sky.
2372853,airplane,The picture shows an airplane flying in the sky.
2403052,airplane,An airplane is visible in the sky.
2399001,airplane,The picture shows an airplane in the sky.
2393745,airplane,The image shows an airplane in the sky.
2407218,airplane,An airplane is visible in the sky.
2409281,airplane,The picture shows an airplane in the sky.
2408831,airplane,The picture shows an airplane flying in the sky.
2407334,airplane,An airplane is visible in the sky.
2376689,airplane,The picture shows an airplane in the sky.
2391549,airplane,The picture shows an airplane in the sky.
2396445,airplane,The picture shows an airplane in the sky.
2402581,airplane,An airplane is visible in the sky.
2409214,airplane,An airplane is visible in the sky.
2402505,airplane,The picture shows an airplane in the sky.
2396164,airplane,There is an airplane visible in the image.
2411829,airplane,An airplane is visible in the sky.
2398642,airplane,The picture shows an airplane in the sky.
2414429,airplane,The picture shows an airplane in the sky.
2392629,airplane,The image shows an airplane in the sky.
2414039,airplane,The picture shows an airplane flying in the sky.
2408219,airplane,The picture shows an airplane in the sky.
2405814,airplane,The picture shows an airplane in the sky.
2383747,airplane,The picture shows an airplane flying in the sky.
2404384,airplane,The image shows an airplane flying in the sky.
2404562,airplane,The picture shows an airplane flying in the sky.
2402734,airplane,An airplane is visible in the sky.
2399050,airplane,An airplane is visible in the sky.
2393025,airplane,There is an airplane visible in the image.
2364060,airplane,"An airplane is visible in the image, flying in the sky."
2394511,airplane,The picture shows an airplane flying in the sky.
2393625,airplane,An airplane is visible in the sky.
2393833,airplane,"An airplane is visible in the image, flying in the sky."
2412076,airplane,The image shows an airplane in the sky.
2376007,airplane,The picture shows an airplane in the sky.
2405398,airplane,An airplane is visible in the sky.
2412253,airplane,The picture shows an airplane in the sky.
2390214,airplane,The image clearly shows an airplane in the sky.
2404953,airplane,The picture shows an airplane in the sky.
2398633,airplane,The picture shows an airplane in the sky.
2408412,airplane,"An airplane is visible in the picture, flying in the sky."
2402897,airplane,The picture shows an airplane in the sky.
2409226,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2401862,airplane,The picture shows an airplane in the sky.
2396109,airplane,The picture shows an airplane in the sky.
2409722,airplane,An airplane is visible in the sky.
2388215,airplane,The image shows an airplane in the sky.
2414799,airplane,The picture shows an airplane in the sky.
2407402,airplane,"An airplane is visible in the image, flying in the sky."
2404295,airplane,The image shows an airplane in the sky.
2415053,airplane,An airplane is visible in the sky.
2365145,airplane,The image shows a plane flying in the sky.
2411963,airplane,"An airplane is visible in the image, appearing to be in flight."
2405648,airplane,"An airplane is visible in the image, flying in the sky."
2392690,airplane,The picture shows an airplane in the sky.
2393642,airplane,The picture shows an airplane in the sky.
2412329,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2410212,airplane,The picture shows an airplane in the sky.
2395610,airplane,The image shows an airplane in the sky.
2380388,airplane,The picture shows an airplane flying in the sky.
2407720,airplane,The picture shows an airplane in the sky.
2401061,airplane,The picture shows an airplane in the sky.
2389718,airplane,The picture shows an airplane in the sky.
2392617,airplane,The picture shows an airplane in the sky.
2408988,airplane,The picture shows an airplane in the sky.
2383316,airplane,"An airplane is visible in the image, likely in flight or on a runway."
2413784,airplane,The picture shows an airplane in the sky.
2408432,airplane,The picture shows an airplane in the sky.
2413906,airplane,The picture shows an airplane in the sky.
2385782,airplane,The picture shows an airplane in the sky.
2381868,airplane,The image shows an airplane flying in the sky.
2386586,airplane,"An airplane is visible in the image, appearing to be flying in the sky."
2400493,airplane,There is an airplane visible in the image.
2414023,airplane,The picture shows an airplane in the sky.
2385632,airplane,An airplane is visible in the image.
2385302,airplane,"An airplane is visible in the image, flying in the sky."
2404798,airplane,The image shows an airplane in the sky.
2387685,airplane,The picture shows an airplane flying in the sky.
